# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
2

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,WingGeom,0,YYBNHICVYE,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,6,33
# x,y,z,u,w
3.658790601199219061e+00, 0.000000000000000000e+00, -2.064122158723908501e-02, 1.000000000000000000e+00, 1.722603643809274832e-01
3.447326290216147449e+00, 0.000000000000000000e+00, -3.330736064463547114e-02, 1.000000000000000000e+00, 2.765358755368439447e-01
3.169636113951068701e+00, 0.000000000000000000e+00, -4.987948511947713076e-02, 1.000000000000000000e+00, 4.134663504172014781e-01
2.823462195396056806e+00, 0.000000000000000000e+00, -7.035768033572956104e-02, 1.000000000000000000e+00, 5.841612375912467181e-01
2.418822391370777591e+00, 0.000000000000000000e+00, -9.353505279229200331e-02, 1.000000000000000000e+00, 7.836633902842906618e-01
1.979907978529703572e+00, 0.000000000000000000e+00, -1.162612035103016972e-01, 1.000000000000000000e+00, 1.000000000000000000e+00
1.540751308815968335e+00, 0.000000000000000000e+00, -1.335927616264028228e-01, 1.000000000000000000e+00, 1.216336609715709338e+00
1.135575571719547039e+00, 0.000000000000000000e+00, -1.437333163246508616e-01, 1.000000000000000000e+00, 1.415838762408753171e+00
7.888287727192893062e-01, 0.000000000000000000e+00, -1.479729762507757118e-01, 1.000000000000000000e+00, 1.586533649582798411e+00
5.107178527828399872e-01, 0.000000000000000000e+00, -1.425485512830543811e-01, 1.000000000000000000e+00, 1.723464124463156111e+00
2.995405380800826300e-01, 0.000000000000000000e+00, -1.263565722524558899e-01, 1.000000000000000000e+00, 1.827739635619072489e+00
1.470142209135237854e-01, 0.000000000000000000e+00, -9.930433027827978432e-02, 1.000000000000000000e+00, 1.904044169930654951e+00
4.492347119991908083e-02, 0.000000000000000000e+00, -5.904827210644380403e-02, 1.000000000000000000e+00, 1.958266880232111484e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00
2.919890932211378909e-02, 0.000000000000000000e+00, 6.953268485230323925e-02, 1.000000000000000000e+00, 2.041733119767888294e+00
1.204969113289394989e-01, 0.000000000000000000e+00, 1.338327807426820115e-01, 1.000000000000000000e+00, 2.095955830069344827e+00
2.660496146098195180e-01, 0.000000000000000000e+00, 1.943729237898766393e-01, 1.000000000000000000e+00, 2.172260364380927289e+00
4.740402825038642631e-01, 0.000000000000000000e+00, 2.509231909922620685e-01, 1.000000000000000000e+00, 2.276535875536843889e+00
7.531881066736887398e-01, 0.000000000000000000e+00, 2.979543408086016143e-01, 1.000000000000000000e+00, 2.413466350417201589e+00
1.104945649473158875e+00, 0.000000000000000000e+00, 3.263926320518886204e-01, 1.000000000000000000e+00, 2.584161237591246607e+00
1.517427294315003339e+00, 0.000000000000000000e+00, 3.270683785232360585e-01, 1.000000000000000000e+00, 2.783663390284290440e+00
1.964104640343172115e+00, 0.000000000000000000e+00, 3.024470892270063604e-01, 1.000000000000000000e+00, 3.000000000000000000e+00
2.409499885888958470e+00, 0.000000000000000000e+00, 2.604939229873563522e-01, 1.000000000000000000e+00, 3.216336609715709560e+00
2.818846388420814808e+00, 0.000000000000000000e+00, 2.090920299427297402e-01, 1.000000000000000000e+00, 3.415838762408753393e+00
3.167903487065844459e+00, 0.000000000000000000e+00, 1.565199596124529635e-01, 1.000000000000000000e+00, 3.586533649582798411e+00
3.447048073450853956e+00, 0.000000000000000000e+00, 1.089364845252999148e-01, 1.000000000000000000e+00, 3.723464124463156111e+00
3.659057012182297619e+00, 0.000000000000000000e+00, 6.951784480685326006e-02, 1.000000000000000000e+00, 3.827739635619072711e+00
3.813858435655042012e+00, 0.000000000000000000e+00, 3.890956571782284296e-02, 1.000000000000000000e+00, 3.904044169930655173e+00
3.923675308150852192e+00, 0.000000000000000000e+00, 1.623637990573381651e-02, 1.000000000000000000e+00, 3.958266880232111706e+00
4.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 4.000000000000000000e+00
4.439230484541326405e+00, -1.799999999999999600e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 0.000000000000000000e+00
4.374199598940832878e+00, -1.799999999999999600e+00, -4.172439580153125202e-03, 1.199999999999999956e+00, 4.173311976788848798e-02
4.280746268996917792e+00, -1.799999999999999600e+00, -1.012255035479964378e-02, 1.199999999999999956e+00, 9.595583006934514658e-02
4.149228630284071073e+00, -1.799999999999999600e+00, -1.841953464225149287e-02, 1.199999999999999956e+00, 1.722603643809274832e-01
3.969491787208510925e+00, -1.799999999999999600e+00, -2.965330647624588381e-02, 1.199999999999999956e+00, 2.765358755368439447e-01
3.733456539870740443e+00, -1.799999999999999600e+00, -4.426676752948738996e-02, 1.199999999999999956e+00, 4.134663504172014781e-01
3.439197370633429340e+00, -1.799999999999999600e+00, -6.219337247871246921e-02, 1.199999999999999956e+00, 5.841612375912467181e-01
3.095223618291915724e+00, -1.799999999999999600e+00, -8.231309980327847220e-02, 1.199999999999999956e+00, 7.836633902842906618e-01
2.722096849199074686e+00, -1.799999999999999600e+00, -1.018668177424979782e-01, 1.199999999999999956e+00, 1.000000000000000000e+00
2.348752121881127586e+00, -1.799999999999999600e+00, -1.166322661227956470e-01, 1.199999999999999956e+00, 1.216336609715709338e+00
2.004290411976533903e+00, -1.799999999999999600e+00, -1.249784632496481612e-01, 1.199999999999999956e+00, 1.415838762408753171e+00
1.709511822482641108e+00, -1.799999999999999600e+00, -1.279006078886668063e-01, 1.199999999999999956e+00, 1.586533649582798411e+00
1.473116334070272870e+00, -1.799999999999999600e+00, -1.224967483457733708e-01, 1.199999999999999956e+00, 1.723464124463156111e+00
1.293659841532272647e+00, -1.799999999999999600e+00, -1.080497905441641093e-01, 1.199999999999999956e+00, 1.827739635619072489e+00
1.164083641303979899e+00, -1.799999999999999600e+00, -8.459887124074821907e-02, 1.199999999999999956e+00, 1.904044169930654951e+00
1.077354599900759657e+00, -1.799999999999999600e+00, -5.020852774799400980e-02, 1.199999999999999956e+00, 1.958266880232111484e+00
1.039230484541325827e+00, -1.799999999999999600e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 2.000000000000000000e+00
1.064774950398515108e+00, -1.799999999999999600e+00, 5.859605794468151357e-02, 1.199999999999999956e+00, 2.041733119767888294e+00
1.142869793636312359e+00, -1.799999999999999600e+00, 1.122216316122700425e-01, 1.199999999999999956e+00, 2.095955830069344827e+00
1.266867102756061625e+00, -1.799999999999999600e+00, 1.624628717741007089e-01, 1.199999999999999956e+00, 2.172260364380927289e+00
1.443774277847091891e+00, -1.799999999999999600e+00, 2.091964601131395263e-01, 1.199999999999999956e+00, 2.276535875536843889e+00
1.680999289646160300e+00, -1.799999999999999600e+00, 2.478856995349275338e-01, 1.199999999999999956e+00, 2.413466350417201589e+00
1.979786474179423550e+00, -1.799999999999999600e+00, 2.711059158314383377e-01, 1.199999999999999956e+00, 2.584161237591246607e+00
2.330092910280355589e+00, -1.799999999999999600e+00, 2.714127596402622355e-01, 1.199999999999999956e+00, 2.783663390284290440e+00
2.709454178649849609e+00, -1.799999999999999600e+00, 2.508155263158616810e-01, 1.199999999999999956e+00, 3.000000000000000000e+00
3.087765613906460427e+00, -1.799999999999999600e+00, 2.158801959593299735e-01, 1.199999999999999956e+00, 3.216336609715709560e+00
3.435504725053235564e+00, -1.799999999999999600e+00, 1.731808521643126153e-01, 1.199999999999999956e+00, 3.415838762408753393e+00
3.732070438362560694e+00, -1.799999999999999600e+00, 1.295791471238680603e-01, 1.199999999999999956e+00, 3.586533649582798411e+00
3.969269213796275952e+00, -1.799999999999999600e+00, 9.015660558077742692e-02, 1.199999999999999956e+00, 3.723464124463156111e+00
4.149441759070534808e+00, -1.799999999999999600e+00, 5.752083321794281695e-02, 1.199999999999999956e+00, 3.827739635619072711e+00
4.281010109907655625e+00, -1.799999999999999600e+00, 3.219012930836889080e-02, 1.199999999999999956e+00, 3.904044169930655173e+00
4.374352348171480998e+00, -1.799999999999999600e+00, 1.343119307609011090e-02, 1.199999999999999956e+00, 3.958266880232111706e+00
4.439230484541326405e+00, -1.799999999999999600e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 4.000000000000000000e+00
4.878460969082651921e+00, -3.599999999999999201e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 0.000000000000000000e+00
4.824914826269122159e+00, -3.599999999999999201e+00, -3.681941124493708084e-03, 1.399999999999999911e+00, 4.173311976788848798e-02
4.747963903477213421e+00, -3.599999999999999201e+00, -8.920008683738066269e-03, 1.399999999999999911e+00, 9.595583006934514658e-02
4.639666659368922197e+00, -3.599999999999999201e+00, -1.619784769726390419e-02, 1.399999999999999911e+00, 1.722603643809274832e-01
4.491657284200874400e+00, -3.599999999999999201e+00, -2.599925230785629648e-02, 1.399999999999999911e+00, 2.765358755368439447e-01
4.297276965790412184e+00, -3.599999999999999201e+00, -3.865404993949764917e-02, 1.399999999999999911e+00, 4.134663504172014781e-01
4.054932545870801874e+00, -3.599999999999999201e+00, -5.402906462169537738e-02, 1.399999999999999911e+00, 5.841612375912467181e-01
3.771624845213054300e+00, -3.599999999999999201e+00, -7.109114681426494109e-02, 1.399999999999999911e+00, 7.836633902842906618e-01
3.464285719868446023e+00, -3.599999999999999201e+00, -8.747243197469425913e-02, 1.399999999999999911e+00, 1.000000000000000000e+00
3.156752934946286615e+00, -3.599999999999999201e+00, -9.967177061918848502e-02, 1.399999999999999911e+00, 1.216336609715709338e+00
2.873005252233520324e+00, -3.599999999999999201e+00, -1.062236101746454608e-01, 1.399999999999999911e+00, 1.415838762408753171e+00
2.630194872245992688e+00, -3.599999999999999201e+00, -1.078282395265579285e-01, 1.399999999999999911e+00, 1.586533649582798411e+00
2.435514815357705309e+00, -3.599999999999999201e+00, -1.024449454084923605e-01, 1.399999999999999911e+00, 1.723464124463156111e+00
2.287779144984462221e+00, -3.599999999999999201e+00, -8.974300883587234268e-02, 1.399999999999999911e+00, 1.827739635619072489e+00
2.181153061694435902e+00, -3.599999999999999201e+00, -6.989341220321668158e-02, 1.399999999999999911e+00, 1.904044169930654951e+00
2.109785728601599963e+00, -3.599999999999999201e+00, -4.136878338954421558e-02, 1.399999999999999911e+00, 1.958266880232111484e+00
2.078460969082651655e+00, -3.599999999999999201e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 2.000000000000000000e+00
2.100350991474916551e+00, -3.599999999999999201e+00, 4.765943103705978789e-02, 1.399999999999999911e+00, 2.041733119767888294e+00
2.165242675943685136e+00, -3.599999999999999201e+00, 9.061048248185807341e-02, 1.399999999999999911e+00, 2.095955830069344827e+00
2.267684590902303565e+00, -3.599999999999999201e+00, 1.305528197583247785e-01, 1.399999999999999911e+00, 2.172260364380927289e+00
2.413508273190319464e+00, -3.599999999999999201e+00, 1.674697292340169841e-01, 1.399999999999999911e+00, 2.276535875536843889e+00
2.608810472618631859e+00, -3.599999999999999201e+00, 1.978170582612534534e-01, 1.399999999999999911e+00, 2.413466350417201589e+00
2.854627298885688003e+00, -3.599999999999999201e+00, 2.158191996109881383e-01, 1.399999999999999911e+00, 2.584161237591246607e+00
3.142758526245707618e+00, -3.599999999999999201e+00, 2.157571407572884403e-01, 1.399999999999999911e+00, 2.783663390284290440e+00
3.454803716956527104e+00, -3.599999999999999201e+00, 1.991839634047170848e-01, 1.399999999999999911e+00, 3.000000000000000000e+00
3.766031341923962827e+00, -3.599999999999999201e+00, 1.712664689313035671e-01, 1.399999999999999911e+00, 3.216336609715709560e+00
4.052163061685656764e+00, -3.599999999999999201e+00, 1.372696743858954904e-01, 1.399999999999999911e+00, 3.415838762408753393e+00
4.296237389659276928e+00, -3.599999999999999201e+00, 1.026383346352831433e-01, 1.399999999999999911e+00, 3.586533649582798411e+00
4.491490354141697949e+00, -3.599999999999999201e+00, 7.137672663625496683e-02, 1.399999999999999911e+00, 3.723464124463156111e+00
4.639826505958771996e+00, -3.599999999999999201e+00, 4.552382162903236690e-02, 1.399999999999999911e+00, 3.827739635619072711e+00
4.748161784160269683e+00, -3.599999999999999201e+00, 2.547069289891494906e-02, 1.399999999999999911e+00, 3.904044169930655173e+00
4.825029388192110247e+00, -3.599999999999999201e+00, 1.062600624644640356e-02, 1.399999999999999911e+00, 3.958266880232111706e+00
4.878460969082651921e+00, -3.599999999999999201e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 4.000000000000000000e+00
5.317691453623978326e+00, -5.400000000000000355e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 0.000000000000000000e+00
5.275630053597411440e+00, -5.400000000000000355e+00, -3.191442668834290532e-03, 1.600000000000000089e+00, 4.173311976788848798e-02
5.215181537957509050e+00, -5.400000000000000355e+00, -7.717467012676485286e-03, 1.600000000000000089e+00, 9.595583006934514658e-02
5.130104688453774209e+00, -5.400000000000000355e+00, -1.397616075227631031e-02, 1.600000000000000089e+00, 1.722603643809274832e-01
5.013822781193238320e+00, -5.400000000000000355e+00, -2.234519813946670569e-02, 1.600000000000000089e+00, 2.765358755368439447e-01
4.861097391710083926e+00, -5.400000000000000355e+00, -3.304133234950790143e-02, 1.600000000000000089e+00, 4.134663504172014781e-01
4.670667721108174852e+00, -5.400000000000000355e+00, -4.586475676467827167e-02, 1.600000000000000089e+00, 5.841612375912467181e-01
4.448026072134193321e+00, -5.400000000000000355e+00, -5.986919382525140998e-02, 1.600000000000000089e+00, 7.836633902842906618e-01
4.206474590537817804e+00, -5.400000000000000355e+00, -7.307804620689051234e-02, 1.600000000000000089e+00, 1.000000000000000000e+00
3.964753748011447421e+00, -5.400000000000000355e+00, -8.271127511558129530e-02, 1.600000000000000089e+00, 1.216336609715709338e+00
3.741720092490508076e+00, -5.400000000000000355e+00, -8.746875709964274659e-02, 1.600000000000000089e+00, 1.415838762408753171e+00
3.550877922009345600e+00, -5.400000000000000355e+00, -8.775587116444900915e-02, 1.600000000000000089e+00, 1.586533649582798411e+00
3.397913296645138637e+00, -5.400000000000000355e+00, -8.239314247121132251e-02, 1.600000000000000089e+00, 1.723464124463156111e+00
3.281898448436653570e+00, -5.400000000000000355e+00, -7.143622712758054827e-02, 1.600000000000000089e+00, 1.827739635619072489e+00
3.198222482084893237e+00, -5.400000000000000355e+00, -5.518795316568510939e-02, 1.600000000000000089e+00, 1.904044169930654951e+00
3.142216857302441824e+00, -5.400000000000000355e+00, -3.252903903109440747e-02, 1.600000000000000089e+00, 1.958266880232111484e+00
3.117691453623978592e+00, -5.400000000000000355e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.000000000000000000e+00
3.135927032551319105e+00, -5.400000000000000355e+00, 3.672280412943805528e-02, 1.600000000000000089e+00, 2.041733119767888294e+00
3.187615558251059689e+00, -5.400000000000000355e+00, 6.899933335144609048e-02, 1.600000000000000089e+00, 2.095955830069344827e+00
3.268502079048547060e+00, -5.400000000000000355e+00, 9.864276774254880642e-02, 1.600000000000000089e+00, 2.172260364380927289e+00
3.383242268533547925e+00, -5.400000000000000355e+00, 1.257429983548943864e-01, 1.600000000000000089e+00, 2.276535875536843889e+00
3.536621655591104307e+00, -5.400000000000000355e+00, 1.477484169875793452e-01, 1.600000000000000089e+00, 2.413466350417201589e+00
3.729468123591953344e+00, -5.400000000000000355e+00, 1.605324833905378279e-01, 1.600000000000000089e+00, 2.584161237591246607e+00
3.955424142211060534e+00, -5.400000000000000355e+00, 1.601015218743145341e-01, 1.600000000000000089e+00, 2.783663390284290440e+00
4.200153255263205487e+00, -5.400000000000000355e+00, 1.475524004935723776e-01, 1.600000000000000089e+00, 3.000000000000000000e+00
4.444297069941465672e+00, -5.400000000000000355e+00, 1.266527419032771329e-01, 1.600000000000000089e+00, 3.216336609715709560e+00
4.668821398318078408e+00, -5.400000000000000355e+00, 1.013584966074783239e-01, 1.600000000000000089e+00, 3.415838762408753393e+00
4.860404340955994940e+00, -5.400000000000000355e+00, 7.569752214669821233e-02, 1.600000000000000089e+00, 3.586533649582798411e+00
5.013711494487121278e+00, -5.400000000000000355e+00, 5.259684769173246510e-02, 1.600000000000000089e+00, 3.723464124463156111e+00
5.130211252847009185e+00, -5.400000000000000355e+00, 3.352681004012190991e-02, 1.600000000000000089e+00, 3.827739635619072711e+00
5.215313458412884629e+00, -5.400000000000000355e+00, 1.875125648946099344e-02, 1.600000000000000089e+00, 3.904044169930655173e+00
5.275706428212739496e+00, -5.400000000000000355e+00, 7.820819416802696211e-03, 1.600000000000000089e+00, 3.958266880232111706e+00
5.317691453623978326e+00, -5.400000000000000355e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 4.000000000000000000e+00
5.756921938165304731e+00, -7.200000000000000178e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 0.000000000000000000e+00
5.726345280925700720e+00, -7.200000000000000178e+00, -2.700944213174873414e-03, 1.800000000000000044e+00, 4.173311976788848798e-02
5.682399172437804680e+00, -7.200000000000000178e+00, -6.514925341614906905e-03, 1.800000000000000044e+00, 9.595583006934514658e-02
5.620542717538626221e+00, -7.200000000000000178e+00, -1.175447380728871991e-02, 1.800000000000000044e+00, 1.722603643809274832e-01
5.535988278185602240e+00, -7.200000000000000178e+00, -1.869114397107712183e-02, 1.800000000000000044e+00, 2.765358755368439447e-01
5.424917817629755667e+00, -7.200000000000000178e+00, -2.742861475951816064e-02, 1.800000000000000044e+00, 4.134663504172014781e-01
5.286402896345546942e+00, -7.200000000000000178e+00, -3.770044890766117984e-02, 1.800000000000000044e+00, 5.841612375912467181e-01
5.124427299055331453e+00, -7.200000000000000178e+00, -4.864724083623787887e-02, 1.800000000000000044e+00, 7.836633902842906618e-01
4.948663461207188696e+00, -7.200000000000000178e+00, -5.868366043908678636e-02, 1.800000000000000044e+00, 1.000000000000000000e+00
4.772754561076606450e+00, -7.200000000000000178e+00, -6.575077961197411947e-02, 1.800000000000000044e+00, 1.216336609715709338e+00
4.610434932747494052e+00, -7.200000000000000178e+00, -6.871390402464004621e-02, 1.800000000000000044e+00, 1.415838762408753171e+00
4.471560971772697179e+00, -7.200000000000000178e+00, -6.768350280234010363e-02, 1.800000000000000044e+00, 1.586533649582798411e+00
4.360311777932571964e+00, -7.200000000000000178e+00, -6.234133953393031224e-02, 1.800000000000000044e+00, 1.723464124463156111e+00
4.276017751888843144e+00, -7.200000000000000178e+00, -5.312944541928877468e-02, 1.800000000000000044e+00, 1.827739635619072489e+00
4.215291902475348351e+00, -7.200000000000000178e+00, -4.048249412815355108e-02, 1.800000000000000044e+00, 1.904044169930654951e+00
4.174647986003281908e+00, -7.200000000000000178e+00, -2.368929467264460631e-02, 1.800000000000000044e+00, 1.958266880232111484e+00
4.156921938165304198e+00, -7.200000000000000178e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.000000000000000000e+00
4.171503073627720326e+00, -7.200000000000000178e+00, 2.578617722181632960e-02, 1.800000000000000044e+00, 2.041733119767888294e+00
4.209988440558431577e+00, -7.200000000000000178e+00, 4.738818422103412142e-02, 1.800000000000000044e+00, 2.095955830069344827e+00
4.269319567194789222e+00, -7.200000000000000178e+00, 6.673271572677288987e-02, 1.800000000000000044e+00, 2.172260364380927289e+00
4.352976263876775498e+00, -7.200000000000000178e+00, 8.401626747577185805e-02, 1.800000000000000044e+00, 2.276535875536843889e+00
4.464432838563576311e+00, -7.200000000000000178e+00, 9.767977571390526470e-02, 1.800000000000000044e+00, 2.413466350417201589e+00
4.604308948298217352e+00, -7.200000000000000178e+00, 1.052457671700875869e-01, 1.800000000000000044e+00, 2.584161237591246607e+00
4.768089758176412118e+00, -7.200000000000000178e+00, 1.044459029913407250e-01, 1.800000000000000044e+00, 2.783663390284290440e+00
4.945502793569882982e+00, -7.200000000000000178e+00, 9.592083758242772595e-02, 1.800000000000000044e+00, 3.000000000000000000e+00
5.122562797958967629e+00, -7.200000000000000178e+00, 8.203901487525072644e-02, 1.800000000000000044e+00, 3.216336609715709560e+00
5.285479734950498276e+00, -7.200000000000000178e+00, 6.544731882906121290e-02, 1.800000000000000044e+00, 3.415838762408753393e+00
5.424571292252711174e+00, -7.200000000000000178e+00, 4.875670965811330915e-02, 1.800000000000000044e+00, 3.586533649582798411e+00
5.535932634832542831e+00, -7.200000000000000178e+00, 3.381696874720998419e-02, 1.800000000000000044e+00, 3.723464124463156111e+00
5.620595999735247261e+00, -7.200000000000000178e+00, 2.152979845121145985e-02, 1.800000000000000044e+00, 3.827739635619072711e+00
5.682465132665497798e+00, -7.200000000000000178e+00, 1.203182008000704475e-02, 1.800000000000000044e+00, 3.904044169930655173e+00
5.726383468233368745e+00, -7.200000000000000178e+00, 5.015632587158988867e-03, 1.800000000000000044e+00, 3.958266880232111706e+00
5.756921938165304731e+00, -7.200000000000000178e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 4.000000000000000000e+00
6.196152422706630247e+00, -9.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 0.000000000000000000e+00
6.177060508253989113e+00, -9.000000000000000000e+00, -2.210445757515456296e-03, 2.000000000000000000e+00, 4.173311976788848798e-02
6.149616806918099421e+00, -9.000000000000000000e+00, -5.312383670553329391e-03, 2.000000000000000000e+00, 9.595583006934514658e-02
6.110980746623477344e+00, -9.000000000000000000e+00, -9.532786862301129496e-03, 2.000000000000000000e+00, 1.722603643809274832e-01
6.058153775177965272e+00, -9.000000000000000000e+00, -1.503708980268753277e-02, 2.000000000000000000e+00, 2.765358755368439447e-01
5.988738243549427409e+00, -9.000000000000000000e+00, -2.181589716952841984e-02, 2.000000000000000000e+00, 4.134663504172014781e-01
5.902138071582919920e+00, -9.000000000000000000e+00, -2.953614105064408801e-02, 2.000000000000000000e+00, 5.841612375912467181e-01
5.800828525976469585e+00, -9.000000000000000000e+00, -3.742528784722434776e-02, 2.000000000000000000e+00, 7.836633902842906618e-01
5.690852331876560477e+00, -9.000000000000000000e+00, -4.428927467128306733e-02, 2.000000000000000000e+00, 1.000000000000000000e+00
5.580755374141765479e+00, -9.000000000000000000e+00, -4.879028410836695057e-02, 2.000000000000000000e+00, 1.216336609715709338e+00
5.479149773004481361e+00, -9.000000000000000000e+00, -4.995905094963734583e-02, 2.000000000000000000e+00, 1.415838762408753171e+00
5.392244021536049203e+00, -9.000000000000000000e+00, -4.761113444023121199e-02, 2.000000000000000000e+00, 1.586533649582798411e+00
5.322710259220004403e+00, -9.000000000000000000e+00, -4.228953659664930198e-02, 2.000000000000000000e+00, 1.723464124463156111e+00
5.270137055341033161e+00, -9.000000000000000000e+00, -3.482266371099700109e-02, 2.000000000000000000e+00, 1.827739635619072489e+00
5.232361322865805242e+00, -9.000000000000000000e+00, -2.577703509062199971e-02, 2.000000000000000000e+00, 1.904044169930654951e+00
5.207079114704122880e+00, -9.000000000000000000e+00, -1.484955031419481208e-02, 2.000000000000000000e+00, 1.958266880232111484e+00
5.196152422706630247e+00, -9.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
5.207079114704121992e+00, -9.000000000000000000e+00, 1.484955031419460218e-02, 2.000000000000000000e+00, 2.041733119767888294e+00
5.232361322865805242e+00, -9.000000000000000000e+00, 2.577703509062215584e-02, 2.000000000000000000e+00, 2.095955830069344827e+00
5.270137055341031385e+00, -9.000000000000000000e+00, 3.482266371099695251e-02, 2.000000000000000000e+00, 2.172260364380927289e+00
5.322710259220003515e+00, -9.000000000000000000e+00, 4.228953659664931586e-02, 2.000000000000000000e+00, 2.276535875536843889e+00
5.392244021536047427e+00, -9.000000000000000000e+00, 4.761113444023119118e-02, 2.000000000000000000e+00, 2.413466350417201589e+00
5.479149773004482249e+00, -9.000000000000000000e+00, 4.995905094963734583e-02, 2.000000000000000000e+00, 2.584161237591246607e+00
5.580755374141764591e+00, -9.000000000000000000e+00, 4.879028410836691587e-02, 2.000000000000000000e+00, 2.783663390284290440e+00
5.690852331876560477e+00, -9.000000000000000000e+00, 4.428927467128307427e-02, 2.000000000000000000e+00, 3.000000000000000000e+00
5.800828525976469585e+00, -9.000000000000000000e+00, 3.742528784722433388e-02, 2.000000000000000000e+00, 3.216336609715709560e+00
5.902138071582919920e+00, -9.000000000000000000e+00, 2.953614105064408801e-02, 2.000000000000000000e+00, 3.415838762408753393e+00
5.988738243549427409e+00, -9.000000000000000000e+00, 2.181589716952839902e-02, 2.000000000000000000e+00, 3.586533649582798411e+00
6.058153775177965272e+00, -9.000000000000000000e+00, 1.503708980268750328e-02, 2.000000000000000000e+00, 3.723464124463156111e+00
6.110980746623483562e+00, -9.000000000000000000e+00, 9.532786862301015005e-03, 2.000000000000000000e+00, 3.827739635619072711e+00
6.149616806918111855e+00, -9.000000000000000000e+00, 5.312383670553096071e-03, 2.000000000000000000e+00, 3.904044169930655173e+00
6.177060508253997995e+00, -9.000000000000000000e+00, 2.210445757515282824e-03, 2.000000000000000000e+00, 3.958266880232111706e+00
6.196152422706630247e+00, -9.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 4.000000000000000000e+00
SURFACE_FACE,5,32
# nx,ny,nz,area
6.082133649932218444e-02, 1.495753727782960472e-02, -9.980365910651867178e-01, 1.276548459056910667e-01
6.047167683253036607e-02, 1.502957164640502351e-02, -9.980567560400498417e-01, 1.834414612189320948e-01
6.009010788085519111e-02, 1.514058718804062176e-02, -9.980781239735037058e-01, 2.581481707214091648e-01
5.978311786068129380e-02, 1.531644020062393127e-02, -9.980938760850287528e-01, 3.527803233545181993e-01
5.956527991717436299e-02, 1.554558290087735759e-02, -9.981033575139703906e-01, 4.632614922206415020e-01
5.904531484709366757e-02, 1.567067663123962104e-02, -9.981322961854939280e-01, 5.774974921981628206e-01
5.717862882843348371e-02, 1.526300587356276169e-02, -9.982472865262415063e-01, 6.749577742026160454e-01
5.170422646034812664e-02, 1.333358351333469201e-02, -9.985734267027287503e-01, 7.318925844850223683e-01
3.943349439659939865e-02, 8.286430394121486326e-03, -9.991878374915283967e-01, 7.318467911513570900e-01
2.501967764099235700e-02, 1.658893913734055909e-03, -9.996855824716708305e-01, 6.748797297547499685e-01
1.222590153019566597e-02, -4.896915099442765602e-03, -9.999132700160964227e-01, 5.774173010291064889e-01
-1.949629638867575107e-02, -2.155918680949507615e-02, -9.995774586750334478e-01, 4.632728381005782881e-01
-7.634581010228383424e-02, -5.229170849869980986e-02, -9.957092419487291179e-01, 3.531482521895332738e-01
-1.736495939359809781e-01, -1.061174538889608915e-01, -9.790734929033637624e-01, 2.594146935124491682e-01
-3.586349693053345611e-01, -2.101698597918459088e-01, -9.095106315081961101e-01, 1.869261181221540946e-01
-7.231699196653562645e-01, -4.175223477886333967e-01, -5.501821120213467031e-01, 1.359347552104134549e-01
-8.138760145086847420e-01, -4.698915360635687599e-01, 3.417715279880390034e-01, 1.419959478478796944e-01
-5.457855993165227071e-01, -3.187098839125156458e-01, 7.749465074927267549e-01, 1.958516356634084354e-01
-3.743304014793876755e-01, -2.234193400285317821e-01, 8.999780825272888363e-01, 2.689826483000525292e-01
-2.589472013122960936e-01, -1.608611626154068941e-01, 9.524022434321270936e-01, 3.633199555885300303e-01
